;KBP1437D;KBP1438D;KBP1440D;KBP1456D;KBP1457D;KBP1481D;KBP1482D;KBP1484D
20040628;12950;0;;98;42;-6;0;
20040629;12950;0;;46;26;-5;0;
20040630;13000;-1942;;631;506;-7;0;
20040701;13000;-884;;21;566;-3;0;
20040702;13000;-631;;105;22;-4;0;
20040703;13000;0;;105;6;-3;0;
20040705;13000;-124;;21;407;-2;0;
20040706;13000;-128;;21;525;-1;0;
20040707;12000;-213;;21;0;-4;0;
20040708;12000;-276;;120;897;-5;0;
20040709;12000;-160;;120;0;-3;0;
20040710;12000;0;;122;0;-4;0;
20040712;12000;309;;119;28;-3;0;
20040713;12000;96;;125;28;-3;0;
20040714;13000;-935;;125;0;-2;0;
20040715;13000;0;;25;0;-5;0;
20040716;13000;-277;;25;562;-4;0;
20040717;13000;0;;32;124;-3;0;
20040719;13000;-561;;1493;89;-4;0;
20040720;13000;-985;;1493;29;-5;0;
20040721;12850;1353;;231;1;-4;0;
20040722;12850;593;;191;2;-8;0;
20040723;12850;0;;177;1;-15;0;
20040724;12850;0;;177;2;-11;0;
20040726;12850;0;;135;156;-2;0;
20040727;12850;-146;;0;11;-6;0;
20040728;12950;0;;25;37;-5;0;
20040729;12950;359;;43;32;-5;0;
20040730;12950;640;;89;8;-1;0;
20040731;12950;0;;92;1;-2;0;
20040802;12950;0;;73;20;0;0;
20040803;12950;-131;;30;29;-2;0;
20040804;12950;-122;;30;39;-3;0;
20040805;12950;384;;132;114;-3;0;
20040806;12950;148;;10;119;-3;0;
20040807;12950;0;;35;26;-2;0;
20040809;0;0;;0;0;0;0;
20040810;12950;0;;215;36;-209;0;
20040811;13000;160;;10;21;-128;0;
20040812;13000;30;;82;50;-314;0;
20040813;13000;697;;63;79;-1065;0;
20040814;13000;-856;;63;65;-138;0;
20040816;13000;-350;;337;77;-84;0;
20040817;13000;0;;92;162;-218;0;
20040818;13000;-719;;654;422;-77;0;
20040819;13000;-350;;99;396;-15;0;
20040820;13000;-204;;84;149;-18;0;
20040821;13000;0;;84;0;-18;0;
20040823;13000;-460;;36;283;-33;0;
20040824;13000;0;;7;118;-42;0;
20040825;12850;0;;22;33;-16;0;
20040826;12850;110;;75;179;-20;0;
20040827;12850;694;;171;0;-17;0;
20040828;12850;0;;162;91;-12;0;
20040830;12850;0;;246;149;-21;0;
20040831;12850;0;;288;605;-100;0;
20040901;12850;0;;281;128;-39;0;
20040902;12850;846;;228;146;-20;0;
20040903;12850;703;;160;0;-37;0;
20040904;12850;0;;160;17;-33;0;
20040906;12850;414;;181;20;-21;0;
20040907;12850;0;;148;12;-21;0;
20040908;12850;0;;85;181;-15;0;
20040909;12850;0;;66;12;-19;0;
20040910;12850;0;;66;0;-9;0;
20040911;12850;0;;169;189;-9;0;
20040913;12850;0;;91;49;-21;0;
20040914;12850;0;;116;175;-15;0;
20040915;12950;238;;77;440;-20;0;
20040916;12950;0;;12;55;-30;0;
20040917;12950;0;;7;151;-44;0;
20040918;12950;0;;7;10;-14;0;
20040920;12950;-181;;7;338;-21;0;
20040921;12950;-1166;;66;812;-7;0;
20040922;13000;287;;170;597;-48;0;
20040923;13000;211;;133;11;-27;0;
20040924;0;0;;0;0;0;0;
20040925;13000;0;;266;164;0;2;
20040927;13000;-291;;118;141;-22;0;
20040928;13000;0;;159;91;-18;0;
20040929;13000;0;;121;141;-38;0;
20040930;13000;-364;;238;53;-93;0;
20041001;13000;335;;106;58;-49;0;
20041002;13000;0;;115;33;-16;0;
20041004;13000;-161;;152;7;-6;0;
20041005;13000;493;;108;6;-17;0;
20041006;13000;-262;;111;10;-14;0;
20041007;13000;-238;;111;1;-20;0;
20041008;13000;-266;;103;144;-23;0;
20041009;13000;0;;113;0;-12;0;
20041011;13000;-685;;125;78;-11;0;
20041012;13000;0;;125;98;-15;0;
20041013;13000;0;;129;162;-11;0;
20041014;13000;251;;119;78;-10;0;
20041015;13000;195;;120;3;-6;0;
20041016;13000;0;;120;70;-9;0;
20041018;13000;209;;135;185;-10;0;
20041019;13000;0;;139;103;0;0;
20041020;13000;-159;;83;75;-51;0;
20041021;13000;390;;115;96;-7;0;
20041022;13000;280;;94;1879;-23;0;
20041023;13000;0;;94;15;-9;0;
20041025;13000;-211;;83;0;-1;0;
20041026;13000;0;;56;77;0;0;
20041027;13000;0;;126;126;0;9;
20041028;13000;0;;138;8;-43;0;
20041029;13000;421;;59;28;-26;0;
20041030;13000;0;;88;358;0;2;
20041101;13000;272;;88;39;0;2;
20041102;13000;-175;;54;41;-6;0;
20041103;13000;0;;71;88;0;0;
20041104;13000;217;;63;93;-1;0;
20041105;13000;0;;122;21;-46;0;
20041106;13000;0;;122;0;-46;0;
20041108;13000;-202;;108;82;-7;0;
20041109;13000;0;;510;125;-1;0;
20041110;13000;-356;;437;88;0;7;
20041111;13000;81;;353;126;-6;0;
20041112;13000;0;;316;88;0;1;
20041113;13000;0;;316;88;0;1;
20041115;13000;-200;;468;124;0;0;
20041116;13000;-200;;441;81;0;2;
20041117;13000;-488;;480;81;0;12;
20041118;13000;-187;;280;81;0;12;
20041119;13000;-948;;1025;89;-3;0;
20041120;13000;0;;1025;89;-3;0;
20041122;13000;-338;;16;16;-2;0;
20041123;13000;0;;87;141;-1;0;
20041124;13000;-281;;87;143;-55;0;
20041125;13000;0;;326;684;0;36;
20041126;13000;300;;183;175;-30;0;
20041127;13000;0;;183;175;-30;0;
20041129;13000;183;;36;178;-52;0;
20041130;13000;-468;;412;24;-32;0;
20041201;13000;0;;204;96;-10;0;
20041202;13000;0;;24;40;-3;0;
20041203;13000;0;;30;190;0;6;
20041204;13000;0;;30;190;-2;0;
20041206;13000;-271;;133;86;0;4;
20041207;13000;0;;30;183;-9;0;
20041208;13000;-204;;83;157;0;7;
20041209;13000;-530;;165;102;-9;0;
20041210;13000;-185;;180;111;-5;0;
20041211;13000;0;;180;111;-5;0;
20041213;13000;0;;164;111;0;4;
20041214;13000;170;;101;149;-23;0;
20041215;13000;187;;460;147;-34;0;
20041216;13000;0;;0;0;0;0;
20041217;13000;307;;317;280;-46;0;
20041218;13000;0;;317;280;-46;0;
20041220;13000;0;;733;207;-6;0;
20041221;13000;-681;;317;770;-9;0;
20041222;13000;136;;640;22;-41;0;
20041223;13000;353;;27;11;-13;0;
20041224;13000;-1100;;219;4;-15;0;
20041225;0;0;;0;0;0;0;
20041227;0;0;;0;0;0;0;
20041228;13000;-153;;14;59;-1;0;
20041229;12950;0;;14;49;-3;0;
20041230;12950;-529;;46;139;-23;0;
20041231;12950;0;;258;23;-80;0;
20050101;0;0;;0;0;0;0;
20050103;12950;0;;37;89;-25;0;
20050104;12950;311;;19;89;-1;0;
20050105;13000;0;;19;101;-7;0;
20050106;13000;337;;20;94;-4;0;
20050107;13000;0;;20;60;-16;0;
20050108;13000;0;;20;60;0;0;
20050110;13000;-594;;20;102;-1;0;
20050111;13000;-130;;43;80;0;0;
20050112;13000;-306;;43;98;-5;0;
20050113;13000;0;;43;243;-5;0;
20050114;13000;112;;50;89;-13;0;
20050115;13000;0;;50;89;0;0;
20050117;13000;0;;194;242;0;0;
20050118;13000;-251;;112;152;-3;0;
20050119;13000;-164;;145;164;0;1;
20050120;13000;-299;;145;164;-5;0;
20050121;13000;0;;364;70;-11;0;
20050122;13000;0;;66;124;0;0;
20050124;13000;287;;58;13;-12;0;
20050125;13000;0;;75;4;0;1;
20050126;13000;0;;84;4;-1;0;
20050127;13000;233;;15;30;-36;0;
20050128;13000;683;;26;56;-67;0;
20050129;13000;0;;26;56;-67;0;
20050131;13000;331;;47;155;-85;0;
20050201;13000;-375;;65;256;-12;0;
20050202;13000;-213;;13;234;0;1;
20050203;13000;280;;34;234;-6;0;
20050204;13000;0;;2;247;-16;0;
20050205;13000;0;;2;247;-18;0;
20050207;13000;0;;18;334;-22;0;
20050208;13000;-187;;18;306;-1;0;
20050209;13000;-555;;18;306;-3;0;
20050210;13000;0;;60;306;-3;0;
20050211;13000;0;;92;306;-7;0;
20050212;13000;0;;92;306;-7;0;
20050214;13000;-149;;18;344;0;1;
20050215;13000;-272;;18;344;-17;0;
20050216;12900;0;;19;363;-6;0;
20050217;12900;225;;135;328;-12;0;
20050218;12900;-98;;16;381;-13;0;
20050219;12900;0;;16;381;-13;0;
20050221;12900;-331;;469;673;-8;0;
20050222;12900;0;;489;501;-11;0;
20050223;12900;-123;;466;653;-5;0;
20050224;12900;0;;763;525;-9;0;
20050225;12900;0;;891;518;-29;0;
20050226;12900;0;;891;518;-28;0;
20050228;12900;300;;887;554;-94;0;
20050301;12900;0;;594;518;-7;0;
20050302;13000;0;;419;542;-5;0;
20050303;13000;400;;667;487;-5;0;
20050304;13000;0;;574;487;-10;0;
20050305;13000;0;;574;487;0;25;
20050307;13000;-70;;399;518;-21;0;
20050308;13000;0;;370;587;-7;0;
20050309;13000;-430;;407;513;0;0;
20050310;13000;110;;410;513;0;2;
20050311;13000;-109;;411;513;-10;0;
20050312;13000;0;;411;513;-10;0;
20050314;13000;-161;;411;513;-5;0;
20050315;13000;-181;;411;513;-5;0;
20050316;13000;-202;;337;544;0;3;
20050317;13000;381;;596;693;0;3;
20050318;13000;561;;442;532;-10;0;
20050319;13000;0;;442;532;-10;0;
20050321;13000;0;;0;0;0;0;
20050322;13000;482;;136;485;-9;0;
20050323;13000;302;;646;466;-59;0;
20050324;13000;346;;110;313;-38;0;
20050325;0;0;;0;0;0;0;
20050326;13000;0;;110;313;-38;0;
20050328;0;0;;0;0;0;0;
20050329;13000;-118;;44;706;-3;0;
20050330;13000;0;;141;746;-39;0;
20050331;13000;305;;165;708;-59;0;
20050401;13000;0;;48;876;-14;0;
20050402;13000;0;;48;876;-14;0;
20050404;13000;359;;26;690;0;0;
20050405;13000;200;;305;977;0;0;
20050406;13000;-168;;54;734;0;5;
20050407;13000;0;;82;687;0;6;
20050408;13000;0;;82;778;-5;0;
20050409;13000;0;;82;778;0;5;
20050411;13000;-314;;82;728;-1;0;
20050412;13000;-102;;26;869;0;6;
20050413;12950;0;;150;1032;-2;0;
20050414;12950;0;;100;688;0;1;
20050415;12950;-116;;267;832;-4;0;
20050416;12950;0;;267;832;0;0;
20050418;12950;0;;564;1227;0;5;
20050419;12950;0;;412;1081;-2;0;
20050420;13000;-454;;598;1081;0;1;
20050421;13000;-132;;137;956;-3;0;
20050422;13000;0;;339;257;65;0;
20050423;13000;0;;339;257;0;0;
20050425;13000;0;;152;519;0;0;
20050426;13000;637;;210;257;-5;0;
20050427;0;0;;0;0;0;0;
20050428;13000;450;;154;345;-2;0;
20050429;13000;1130;;154;334;-27;0;
20050430;13000;0;;154;334;0;0;
20050502;0;0;;0;0;0;0;
20050503;13000;-368;;161;354;-2;0;
20050504;13000;310;;104;280;-30;0;
20050505;13000;310;;104;283;0;8;
20050506;13000;0;;104;416;-20;0;
20050507;13000;0;;104;416;-20;0;
20050509;13000;-477;;194;366;0;0;
20050510;13000;0;;183;471;0;3;
20050511;13000;0;;282;565;-2;0;
20050512;13000;375;;206;372;0;3;
20050513;13000;158;;214;382;-2;0;
20050514;13000;0;;214;382;0;0;
20050516;13000;0;;186;363;0;0;
20050517;13000;-210;;281;438;-3;0;
20050518;13000;-446;;282;438;0;0;
20050519;13000;0;;246;468;0;1;
20050520;13000;-1112;;306;430;-10;0;
20050521;13000;0;;306;430;-10;0;
20050523;13000;-117;;148;900;-4;0;
20050524;13000;0;;47;673;0;1;
20050525;13200;-534;;87;653;0;1;
20050526;13200;-336;;87;692;-5;0;
20050527;13200;0;;327;545;0;6;
20050528;13200;0;;327;545;0;6;
20050530;13200;298;;88;576;0;5;
20050531;13200;0;;48;1030;0;3;
20050601;12700;0;;48;684;0;2;
20050602;12700;389;;48;763;0;1;
20050603;12700;0;;48;604;-6;0;
20050604;12700;0;;48;604;-6;0;
20050606;12700;-656;;48;781;0;0;
20050607;12700;0;;34;820;0;2;
20050608;11300;0;;51;805;0;10;
20050609;11300;0;;51;856;0;0;
20050610;11300;0;;86;588;-4;0;
20050611;11300;0;;86;588;-4;0;
20050613;11300;0;;51;705;0;0;
20050614;11300;0;;51;590;0;0;
20050615;11900;-399;;51;914;-19;0;
20050616;0;0;;0;0;0;0;
20050617;11900;-93;;51;1272;-6;0;
20050618;11900;0;;51;1272;-6;0;
20050620;11900;0;;156;641;0;3;
20050621;11900;-833;;371;641;-5;0;
20050622;11500;0;;33;1165;0;0;
20050623;11500;0;;33;1070;0;3;
20050624;11500;0;;435;470;-53;0;
20050625;11500;0;;435;470;0;0;
20050627;11500;0;;53;583;0;0;
20050628;11500;0;;578;681;0;1;
20050629;12600;0;;610;570;-31;0;
20050630;12600;500;;151;570;-4;0;
20050701;12600;0;;465;554;-1;0;
20050702;12600;0;;465;554;0;0;
20050704;12600;0;;682;671;-4;0;
20050705;12600;0;;807;603;0;2;
20050706;12600;0;;29;817;0;0;
20050707;12600;0;;29;839;-26;0;
20050708;12600;0;;29;930;-4;0;
20050709;12600;0;;29;930;-4;0;
20050711;12600;0;;29;977;0;0;
20050712;12600;0;;29;1073;-1;0;
20050713;12000;0;;29;772;0;10;
20050714;12000;0;;29;794;-1;0;
20050715;12000;-753;;99;837;0;0;
20050716;0;0;;99;837;0;0;
20050718;12000;-733;;29;1083;-2;0;
20050719;12000;-289;;29;1083;0;2;
20050720;11600;-396;;29;1083;0;0;
20050721;11600;0;;35;915;-12;0;
20050722;11600;259;;389;325;-70;0;
20050723;11600;0;;389;325;-70;0;
20050725;11600;0;;242;555;-4;0;
20050726;11600;0;;402;327;-1;0;
20050727;12000;0;;292;405;4;0;
20050728;12000;270;;248;403;-16;0;
20050729;12000;0;;829;354;-15;0;
20050730;12000;0;;829;354;0;0;
20050801;12000;0;;789;354;0;2;
20050802;12000;0;;1131;540;0;0;
20050803;12300;0;;359;354;0;0;
20050804;12300;0;;195;456;0;1;
20050805;12300;0;;243;514;-40;0;
20050806;12300;0;;243;514;0;0;
20050808;12300;-312;;195;587;-12;0;
20050809;0;0;;0;587;0;0;
20050810;11400;0;;405;587;-3;0;
20050811;11400;0;;189;587;0;3;
20050812;11400;0;;221;690;-18;0;
20050813;11400;0;;221;690;0;0;
20050815;11400;-521;;175;778;-1;0;
20050816;11400;-305;;143;1062;0;1;
20050817;11400;-359;;143;529;0;2;
20050818;11400;0;;143;866;-2;0;
20050819;11400;0;;248;779;-3;0;
20050820;11400;0;;248;779;0;0;
20050822;11400;-608;;300;928;0;3;
20050823;11400;0;;98;666;0;0;
20050824;11800;-909;;98;660;-2;0;
20050825;11800;0;;144;338;0;0;
20050826;11800;0;;154;384;-17;0;
20050827;11800;0;;154;384;0;0;
20050829;11800;0;;154;384;0;0;
20050830;11800;0;;1007;403;-17;0;
20050831;13300;0;;103;545;-9;0;
20050901;13300;0;;657;431;0;2;
20050902;13300;0;;795;431;-1;0;
20050903;13300;0;;795;431;0;0;
20050905;13300;0;;89;485;-1;0;
20050906;13300;0;;89;964;0;1;
20050907;12000;0;;89;977;0;9;
20050908;12000;0;;201;867;0;2;
20050909;12000;0;;135;986;0;1;
20050910;12000;0;;135;986;0;0;
20050912;12000;0;;89;818;-3;0;
20050913;12000;0;;89;835;-5;0;
20050914;12000;0;;89;1056;-7;0;
20050915;12000;0;;142;742;0;4;
20050916;12000;0;;89;752;-7;0;
20050917;12000;0;;89;752;0;0;
20050919;12000;0;;139;1020;0;20;
20050920;12000;-650;;139;1120;-3;0;
20050921;12400;-1290;;112;1056;0;1;
20050922;12400;-513;;147;463;-8;0;
20050923;12400;0;;184;926;-2;0;
20050924;0;0;;0;0;0;0;
20050926;12400;0;;338;1012;-4;0;
20050927;12400;0;;230;436;-3;0;
20050928;12950;0;;157;1119;-2;0;
20050929;12950;0;;502;332;-3;0;
20050930;12950;0;;584;332;-10;0;
20051001;12950;0;;584;332;0;0;
20051003;12950;0;;167;467;0;0;
20051004;12950;0;;110;488;-1;0;
20051005;12600;0;;545;349;0;7;
20051006;12600;0;;427;504;0;6;
20051007;12600;0;;102;565;0;0;
20051008;12600;0;;102;565;0;0;
20051010;12600;0;;35;776;-1;0;
20051011;12600;0;;155;557;-1;0;
20051012;11900;0;;323;581;-1;0;
20051013;11900;0;;153;311;0;0;
20051014;11900;0;;205;558;0;0;
20051015;11900;0;;205;558;0;0;
20051017;11900;0;;179;652;-6;0;
20051018;11900;0;;165;1036;0;2;
20051019;11100;-487;;149;658;-1;0;
20051020;11100;-205;;293;512;-3;0;
20051021;11100;0;;177;1007;-3;0;
20051022;11100;0;;177;1007;0;0;
20051024;11100;0;;252;885;0;3;
20051025;11100;0;;274;576;0;1;
20051026;12500;-796;;124;685;0;0;
20051027;12500;0;;124;511;-18;0;
20051028;12500;1000;;124;520;-58;0;
20051029;12500;0;;124;520;0;0;
20051031;12500;-311;;509;375;-2;0;
20051101;12500;0;;580;529;0;7;
20051102;12700;0;;461;529;0;2;
20051103;12700;0;;500;529;0;9;
20051104;12700;0;;458;494;0;0;
20051105;12700;0;;458;494;0;0;
20051107;12700;0;;250;1048;-8;0;
20051108;12700;0;;29;754;0;0;
20051109;12400;0;;222;448;0;9;
20051110;12400;0;;126;663;-6;0;
20051111;12400;0;;126;771;-4;0;
20051112;12400;0;;126;771;0;0;
20051114;12400;0;;126;819;-2;0;
20051115;12400;0;;32;864;0;0;
20051116;11600;0;;152;718;0;6;
20051117;11600;0;;34;1351;-8;0;
20051118;11600;-1054;;388;867;-3;0;
20051119;11600;0;;389;867;0;0;
20051121;11600;-963;;308;1335;-3;0;
20051122;11600;-1257;;407;587;-2;0;
20051123;10650;460;;280;697;0;3;
20051124;10650;0;;301;927;0;0;
20051125;10650;0;;1220;544;0;0;
20051126;10650;0;;1220;544;0;0;
20051128;10650;0;;545;501;-6;0;
20051129;10650;873;;212;731;0;1;
20051130;12250;127;;212;1187;-6;0;
20051201;12250;0;;855;353;-2;0;
20051202;12250;0;;318;353;-1;0;
20051203;12250;0;;318;353;0;0;
20051205;12250;0;;239;807;0;0;
20051206;12250;-405;;222;811;-5;0;
20051207;11200;0;;243;815;-13;0;
20051208;11200;0;;73;810;-9;0;
20051209;11200;0;;71;875;0;1;
20051210;11200;0;;71;875;0;1;
20051212;11200;-733;;299;810;0;0;
20051213;11200;0;;299;751;-2;0;
20051214;11900;-443;;299;850;0;0;
20051215;11900;0;;307;1415;-70;0;
20051216;0;0;;0;0;0;0;
20051217;11900;0;;307;1415;0;0;
20051219;11900;0;;917;696;-3;0;
20051220;11900;0;;577;662;-21;0;
20051221;12300;-830;;1364;662;-8;0;
20051222;12300;0;;161;623;0;3;
20051223;12300;0;;220;389;-8;0;
20051224;12300;0;;220;389;-8;0;
20051226;0;0;;0;0;0;0;
20051227;12300;0;;15;427;0;0;
20051228;11900;0;;39;389;-5;0;
20051229;11900;0;;15;775;0;0;
20051230;11900;0;;445;491;-7;0;
20051231;11900;0;;445;491;-7;0;
20060102;0;0;;0;0;0;0;
20060103;11900;-732;;140;651;-1;0;
20060104;11500;800;;361;473;0;0;
20060105;11500;492;;29;482;0;4;
20060106;11500;0;;341;721;-27;0;
20060107;11500;0;;341;721;0;0;
20060109;11500;0;;10;1330;-32;0;
20060110;11500;0;;10;1021;-31;0;
20060111;11700;0;;10;1733;-3;0;
20060112;11700;0;;54;381;-20;0;
20060113;11700;0;;14;455;0;2;
20060114;11700;0;;14;455;0;0;
20060116;11700;-330;;14;904;0;2;
20060117;11700;-1000;;10;991;-34;0;
20060118;11100;0;;117;888;0;4;
20060119;11100;0;;32;1024;-2;0;
20060120;11100;-24;;32;901;-19;0;
20060121;11100;0;;32;901;0;0;
20060123;11100;0;;39;1248;0;0;
20060124;11100;0;;40;914;0;0;
20060125;12800;-200;;40;1255;-3;0;
20060126;12800;0;;200;677;-4;0;
20060127;12800;0;;111;677;-4;0;
20060128;12800;0;;111;677;0;0;
20060130;12800;0;;223;624;-1;0;
20060131;12800;0;;78;715;0;0;
20060201;13150;0;;126;1087;-3;0;
20060202;13150;300;;277;696;0;1;
20060203;13150;0;;471;749;0;10;
20060204;13150;0;;471;749;0;0;
20060206;13150;0;;530;1455;-4;0;
20060207;13150;-351;;362;1223;-1;0;
20060208;12000;0;;36;1415;0;0;
20060209;12000;0;;43;1277;0;0;
20060210;12000;0;;187;725;0;3;
20060211;12000;0;;187;725;0;0;
20060213;12000;0;;42;1327;-1;0;
20060214;12000;0;;42;1520;0;0;
20060215;12700;0;;29;2551;0;0;
20060216;12700;0;;44;857;-3;0;
20060217;12700;0;;36;761;-6;0;
20060218;12700;0;;36;761;-6;0;
20060220;12700;326;;36;3419;-4;0;
20060221;12700;0;;270;1640;0;0;
20060222;12400;0;;218;636;0;2;
20060223;12400;0;;350;285;-2;0;
20060224;12400;0;;1400;526;-31;0;
20060225;12400;0;;1400;526;-31;0;
20060227;12400;0;;217;696;0;5;
20060228;12400;200;;1103;559;-4;0;
20060301;0;0;;0;0;0;0;
20060302;12750;0;;204;619;-20;0;
20060303;12750;0;;691;530;-11;0;
20060304;12750;0;;691;530;-11;0;
20060306;12750;0;;544;1014;-17;0;
20060307;12750;0;;173;1326;-4;0;
20060308;12650;0;;194;1034;-1;0;
20060309;12650;0;;194;917;-1;0;
20060310;12650;0;;239;511;-3;0;
20060311;12650;0;;239;511;0;0;
20060313;12650;0;;908;1172;-2;0;
20060314;12650;-531;;665;548;-1;0;
20060315;12975;0;;173;1824;-4;0;
20060316;12975;-503;;173;1254;-1;0;
20060317;12975;0;;173;1890;-8;0;
20060318;12975;0;;173;1890;0;0;
20060320;12975;0;;210;1685;-3;0;
20060321;0;0;;210;1985;0;0;
20060322;12500;-763;;1267;1223;-2;0;
20060323;12500;0;;307;973;0;1;
20060324;12500;0;;430;280;-15;0;
20060325;12500;0;;430;280;0;0;
20060327;12500;-996;;183;564;-14;0;
20060328;12500;-1426;;215;434;-2;0;
20060329;12800;-1081;;219;363;-1;0;
20060330;12800;-1046;;209;363;-1;0;
20060331;12800;0;;426;880;-15;0;
20060401;12800;0;;425;880;0;0;
20060403;12800;0;;827;247;-5;0;
20060404;12800;0;;829;387;-5;0;
20060405;13050;-626;;207;620;-1;0;
20060406;13050;0;;466;812;-3;0;
20060407;13050;0;;297;487;0;0;
20060408;13050;0;;297;487;0;0;
20060410;13050;0;;342;787;-15;0;
20060411;13050;-306;;222;650;-5;0;
20060412;13050;0;;256;743;0;4;
20060413;13050;-106;;540;287;-10;0;
20060414;0;0;;0;0;0;0;
20060415;13050;0;;540;287;0;0;
20060417;0;0;;0;749;0;0;
20060418;13050;-707;;374;749;-11;0;
20060419;11900;-221;;426;827;-11;0;
20060420;11900;0;;589;1439;-7;0;
20060421;11900;-828;;318;622;-11;0;
20060422;11900;0;;318;622;0;0;
20060424;11900;-222;;318;622;-14;0;
20060425;11900;0;;1017;906;-9;0;
20060426;13000;-598;;83;961;-14;0;
20060427;0;0;;0;0;0;0;
20060428;13000;0;;832;739;0;2;
20060429;13000;0;;832;739;0;0;
20060501;0;0;;0;0;0;0;
20060502;13000;0;;832;739;-8;0;
20060503;12400;-455;;768;925;-9;0;
20060504;12400;400;;1397;1221;-9;0;
20060505;12400;0;;815;1232;-6;0;
20060506;12400;0;;184;1232;0;0;
20060508;12400;-169;;108;1392;-6;0;
20060509;12400;0;;131;1740;-7;0;
20060510;12300;-410;;98;1219;-7;0;
20060511;12300;-749;;1003;1139;-7;0;
20060512;12300;0;;186;1272;0;4;
20060513;12300;0;;186;1272;0;0;
20060515;12300;0;;23;1625;-2;0;
20060516;12300;0;;83;1627;-9;0;
20060517;12400;0;;38;2117;-8;0;
20060518;12400;0;;48;1668;-10;0;
20060519;12400;-265;;90;1489;-3;0;
20060520;12400;0;;90;1489;0;0;
20060522;12400;0;;75;1551;-9;0;
20060523;12400;0;;115;654;-6;0;
20060524;12500;0;;57;1191;-9;0;
20060525;12500;0;;122;606;-3;0;
20060526;12500;0;;1027;334;-5;0;
20060527;12500;0;;1027;334;0;0;
20060529;12500;0;;1128;451;-5;0;
20060530;12500;0;;351;370;-6;0;
20060531;13050;0;;330;458;-8;0;
20060601;13050;0;;810;468;-4;0;
20060602;13050;0;;1418;731;-10;0;
20060603;13050;0;;1418;731;0;0;
20060605;13050;302;;143;689;-5;0;
20060606;13050;0;;88;969;-10;0;
20060607;11800;0;;209;600;-2;0;
20060608;11800;0;;304;655;-4;0;
20060609;11800;0;;87;848;-9;0;
20060610;11800;0;;87;848;0;0;
20060612;11800;0;;122;970;-4;0;
20060613;11800;0;;800;1353;-6;0;
20060614;12750;218;;83;749;-1;0;
20060615;12750;0;;245;961;-15;0;
20060616;0;0;;0;961;0;0;
20060617;12750;0;;245;961;0;0;
20060619;12750;0;;348;1377;-145;0;
20060620;12750;0;;344;2215;-10;0;
20060621;12300;-528;;950;1156;-13;0;
20060622;12300;0;;421;799;-18;0;
20060623;12300;0;;232;453;-10;0;
20060624;12300;0;;232;453;0;0;
20060626;12300;0;;1016;911;-18;0;
20060627;12300;0;;654;456;-17;0;
20060628;13200;0;;92;1010;-12;0;
20060629;13200;0;;249;274;-22;0;
20060630;13200;-2481;;3531;258;-16;0;
20060701;13200;0;;3530;258;0;0;
20060703;13200;0;;463;955;-14;0;
20060704;13200;0;;244;910;-19;0;
20060705;12550;0;;249;507;-22;0;
20060706;12550;0;;244;494;-14;0;
20060707;12550;230;;244;1064;-15;0;
20060708;12550;0;;244;1064;0;0;
20060710;12550;-426;;243;1064;-14;0;
20060711;12550;-562;;244;1060;-16;0;
20060712;12000;0;;633;1060;-12;0;
20060713;12000;0;;781;1064;0;1;
20060714;12000;0;;651;1044;-11;0;
20060715;12000;0;;651;1044;0;0;
20060717;12000;0;;203;1545;-18;0;
20060718;12000;0;;75;1719;-13;0;
20060719;11950;0;;571;1718;-16;0;
20060720;11950;0;;571;1560;-17;0;
20060721;11950;0;;327;457;-4;0;
20060722;11950;0;;260;246;0;0;
20060724;11950;0;;121;520;-6;0;
20060725;11950;0;;412;442;-6;0;
20060726;12600;0;;474;2109;-8;0;
20060727;12600;0;;508;185;-9;0;
20060728;12600;0;;841;361;-12;0;
20060729;12600;0;;841;361;0;0;
20060731;12600;-1224;;1655;195;-5;0;
20060801;12600;0;;620;523;-8;0;
20060802;12400;367;;129;296;-17;0;
20060803;12400;0;;530;222;-15;0;
20060804;12400;0;;630;393;-10;0;
20060805;12400;0;;630;393;0;0;
20060807;12400;0;;174;383;-26;0;
20060808;12400;-39;;84;500;-13;0;
20060809;0;0;;0;0;0;0;
20060810;12300;0;;416;721;-3;0;
20060811;12300;0;;234;806;-14;0;
20060812;12300;0;;234;806;0;0;
20060814;12300;0;;143;1415;-237;0;
20060815;12300;0;;117;1424;-10;0;
20060816;11600;0;;59;1402;-10;0;
20060817;11600;0;;329;780;-12;0;
20060818;11600;0;;172;1107;-14;0;
20060819;11600;0;;172;1107;0;0;
20060821;11600;-422;;172;1254;-15;0;
20060822;11600;0;;34;622;0;0;
20060823;12350;-1207;;36;773;-14;0;
20060824;12350;0;;36;843;-9;0;
20060825;12350;0;;813;600;-10;0;
20060826;12350;0;;813;600;0;0;
20060828;12350;0;;813;600;-22;0;
20060829;12350;0;;97;615;-19;0;
20060830;12750;0;;560;565;-16;0;
20060831;12750;0;;587;565;-29;0;
20060901;12750;0;;626;741;-19;0;
20060902;12750;0;;626;741;0;0;
20060904;12750;0;;252;787;-26;0;
20060905;12750;0;;82;1285;-15;0;
20060906;12460;0;;36;1260;-31;0;
20060907;12460;0;;154;981;-19;0;
20060908;12460;0;;36;1013;-9;0;
20060909;12460;0;;36;1013;0;0;
20060911;12460;0;;36;1108;-8;0;
20060912;12460;0;;88;1213;-17;0;
20060913;12600;0;;36;1157;-6;0;
20060914;12600;0;;289;1239;-17;0;
20060915;12600;350;;36;1134;-14;0;
